heavy metal,ppm,R,G,B,dR,dG,dB,ED,,X,Y,Z,dX,dY,dZ,L,a,b,deltaE,deltaL,deltaa,deltab,Group,ppm
Mn,0,142.179,109.233,65.333,0,0,0,0,,17.64423961,17.14032339,7.42979393,0,0,0,48.43635909,7.484651717,29.36954323,0,0,0,0,Cd-Mn,0ppm
Mn,5,150.857,100.166,50.486,8.678,-9.067,-14.847,19.44097688,,17.89658359,15.94792123,5.207955258,0.25234398,-1.192402153,-2.221838672,46.90608874,15.43396707,35.85948185,10.37557927,-1.530270351,7.949315351,6.489938624,Cd-Mn,5ppm
Mn,10,150.494,109.481,59.799,8.315,0.248,-5.534,9.991290457,,19.00026564,17.89669747,6.699972063,1.35602603,0.756374085,-0.729821868,49.37057246,10.58522265,33.74900583,5.446649194,0.934213371,3.100570931,4.379462607,Cd-Mn,10ppm
Mn,15,146.233,110.028,54.831,4.054,0.795,-10.502,11.28534204,,18.16103818,17.56575215,6.02648497,0.516798572,0.425428769,-1.40330896,48.96511918,7.96352426,35.78957771,6.459547116,0.528760089,0.478872543,6.420034486,Cd-Mn,15ppm
Mn,20,148.717,107.111,56.375,6.538,-2.122,-8.958,11.29132818,,18.3362302,17.1921091,6.141535057,0.691990591,0.051785711,-1.288258873,48.50118726,10.88629491,34.50772188,6.162488053,0.064828176,3.401643192,5.138178657,Cd-Mn,20ppm
Mn,25,147.075,98.325,50.656,4.896,-10.908,-14.677,18.93065263,,17.03536332,15.24374355,5.136854799,-0.608876281,-1.89657984,-2.292939132,45.96624795,14.8122764,34.57096364,9.319351202,-2.470111132,7.327624683,5.201420415,Cd-Mn,25ppm
Mn,30,148.814,105.306,57.338,6.635,-3.927,-7.995,11.10696084,,18.19138905,16.83787455,6.206375837,0.547149441,-0.30244884,-1.223418093,48.05510474,12.04633889,33.46962779,6.14532653,-0.381254342,4.561687175,4.100084561,Cd-Mn,30ppm
Mn,35,150.577,101.622,53.328,8.398,-7.611,-12.005,16.50980769,,18.04980318,16.22910981,5.58905854,0.405563574,-0.911213578,-1.84073539,47.27365014,14.66517118,34.76385981,9.055959542,-1.162708949,7.180519463,5.39431658,Cd-Mn,35ppm
Mn,40,147.229,104.566,56.359,5.05,-4.667,-8.974,11.30557672,,17.80490291,16.52961377,6.039583401,0.160663305,-0.61070962,-1.390210529,47.66179667,11.68640139,33.48728963,5.933842151,-0.774562412,4.20174967,4.117746404,Cd-Mn,40ppm
Ni,0,149.991,117.78,87.099,0,0,0,0,,20.75361542,20.07914712,11.8187126,0,0,0,51.92657908,8.297560268,21.71076739,0,0,0,0,Ni,0ppm
Ni,5,136.324,96.488,59.361,-13.667,-21.292,-27.738,37.54374511,,15.23323624,14.03713659,6.093196965,-5.520379183,-6.042010535,-5.725515638,44.28614279,11.74061635,27.44216449,10.15282299,-7.640436291,3.443056082,5.731397099,Ni,5ppm
Ni,10,135.037,94.245,55.865,-14.954,-23.535,-31.234,41.86981128,,14.73351751,13.48835325,5.550851604,-6.02009791,-6.590793873,-6.267860999,43.4900453,12.16914846,28.41016139,11.44754023,-8.436533776,3.871588188,6.699394,Ni,10ppm
Ni,15,133.737,97.608,59.738,-16.254,-20.172,-27.361,37.67925717,,14.93020637,14.03345067,6.160231189,-5.823409056,-6.04569645,-5.658481414,44.28086562,9.950372118,27.15355252,9.529566166,-7.645713461,1.65281185,5.44278513,Ni,15ppm
Ni,20,138.678,101.587,63.816,-11.313,-16.193,-23.283,30.53351121,,16.22565019,15.2522403,6.911467469,-4.527965231,-4.826906819,-4.907245135,45.977759,10.22347555,27.07709801,8.239849168,-5.948820077,1.925915278,5.366330622,Ni,20ppm
Ni,25,124.355,88.206,51.944,-25.636,-29.574,-35.155,52.60893457,,12.48950768,11.57325397,4.817591312,-8.264107748,-8.505893151,-7.001121292,40.52967437,10.53571403,26.72687255,12.6514853,-11.39690471,2.238153765,5.016105165,Ni,25ppm
Ni,30,128.136,97.607,61.177,-21.855,-20.173,-25.922,39.45302318,,14.10127763,13.60145957,6.321624681,-6.652337789,-6.477687551,-5.497087922,43.65586687,7.556190122,25.41122298,9.091077038,-8.270712209,-0.741370147,3.700455589,Ni,30ppm
Ni,35,127.576,93.095,60.074,-22.415,-24.685,-27.025,42.92006611,,13.5793649,12.72972384,6.026208758,-7.174250522,-7.349423287,-5.792503845,42.35315156,9.864615493,24.39079802,10.06423076,-9.573427519,1.567055225,2.680030631,Ni,35ppm
Ni,40,130.436,93.288,53.275,-19.555,-24.492,-33.824,46.11202734,,13.86235582,12.92033934,5.164484996,-6.891259601,-7.158807781,-6.654227607,42.64297073,10.4186733,28.71183593,11.81945283,-9.283608351,2.121113032,7.001068543,Ni,40ppm
Pb,0,147.583,108.378,72.424,0,0,0,0,,18.7244312,17.53680729,8.601118198,0,0,0,48.92941636,11.0651113,26.13258546,0,0,0,0,Pb,0ppm
Pb,5,140.095,97.891,64.254,-7.488,-10.487,-8.17,15.2576608,,16.12225109,14.67295302,6.870492891,-2.60218011,-2.863854264,-1.730625307,45.182962,13.05888425,25.86473148,4.252387166,-3.746454362,1.993772947,-0.267853987,Pb,5ppm
Pb,10,143.364,104.486,62.888,-4.219,-3.892,-9.536,11.13027048,,17.28518328,16.2297884,6.907532821,-1.439247918,-1.307018892,-1.693585377,47.27453201,10.54448013,29.32805602,3.636032324,-1.654884345,-0.520631171,3.195470552,Pb,10ppm
Pb,15,143.829,105.674,69.715,-3.754,-2.704,-2.709,5.361232414,,17.68961284,16.59470325,8.017501905,-1.034818366,-0.942104035,-0.583616293,47.74524865,10.70786009,26.0774939,1.238110123,-1.184167712,-0.35725121,-0.055091564,Pb,15ppm
Pb,20,144.756,106.669,80.274,-2.827,-1.709,7.85,8.516754664,,18.31620256,17.02850112,9.96313752,-0.408228638,-0.508306167,1.362019322,48.29592716,11.66581219,20.7307247,5.471951195,-0.633489198,0.600700892,-5.401860768,Pb,20ppm
Pb,25,144.393,104.413,76.575,-3.19,-3.965,4.151,6.567200774,,17.88774191,16.4797561,9.180095601,-0.836689292,-1.057051187,0.578977403,47.5977253,12.40557281,21.95270899,4.58711298,-1.331691056,1.340461516,-4.179876475,Pb,25ppm
Pb,30,145.081,106.587,69.136,-2.502,-1.791,-3.288,4.503179876,,17.9853535,16.88916043,7.963871546,-0.739077701,-0.647646854,-0.637246652,48.12007322,10.67432308,26.91107471,1.189032065,-0.809343137,-0.390788214,0.778489249,Pb,30ppm
Pb,35,140.207,102.725,73.365,-7.376,-5.653,0.941,9.340624497,,16.88855232,15.72632662,8.511618689,-1.835878884,-1.810480672,-0.089499509,46.61337102,11.21078569,22.43809241,4.362862127,-2.316045333,0.145674388,-3.694493054,Pb,35ppm
Pb,40,140.858,106.112,79.804,-6.725,-2.266,7.38,10.23839738,,17.56734616,16.55878919,9.820822915,-1.157085045,-0.978018097,1.219704717,47.69922986,10.24698972,20.1331112,6.178703199,-1.230186499,-0.818121578,-5.999474267,Pb,40ppm
Zn,0,142.756,101.932,62.047,0,0,0,0,,16.90190098,15.65682361,6.69512075,0,0,0,46.52099421,11.68300129,28.85500199,0,0,0,0,Ag-Zn,0ppm
Zn,5,134.906,86.355,65.851,-7.85,-15.577,3.804,17.85317465,,14.31254055,12.24828326,6.740552818,-2.589360437,-3.40854035,0.045432068,41.60803518,17.69836832,20.2062275,11.62424652,-4.912959029,6.015367038,-8.64877449,Ag-Zn,5ppm
Zn,10,136.408,88.119,69.052,-6.348,-13.813,7.005,16.73816292,,14.79582372,12.69897643,7.309419792,-2.106077264,-2.957847181,0.614299043,42.30613157,17.6503061,19.24396203,12.07252595,-4.214862636,5.967304813,-9.611039958,Ag-Zn,10ppm
Zn,15,134.163,86.556,64.111,-8.593,-15.376,2.064,17.73474333,,14.15925267,12.19904363,6.474987029,-2.742648316,-3.457779986,-0.22013372,41.53073432,17.0784959,21.12593806,10.66548101,-4.990259886,5.395494611,-7.729063931,Ag-Zn,15ppm
Zn,20,132.683,81.418,58.538,-10.073,-20.514,-3.509,23.121475,,13.37480923,11.22014862,5.535595147,-3.52709175,-4.436674989,-1.159525602,39.94881069,18.90902227,22.37258845,11.72308239,-6.572183515,7.226020986,-6.482413544,Ag-Zn,20ppm
Zn,25,133.85,81.536,62.397,-8.906,-20.396,0.35,22.25839509,,13.67131817,11.37424359,6.089238846,-3.230582814,-4.28258002,-0.605881903,40.20377643,19.71783418,20.42016998,13.25187425,-6.317217777,8.034832897,-8.434832011,Ag-Zn,25ppm
Zn,30,134.637,84.099,61.596,-8.119,-17.833,-0.451,19.59942476,,13.97067753,11.8214567,6.044578446,-2.931223456,-3.835366911,-0.650542304,40.93093562,18.48188752,21.86133495,11.24210779,-5.590058587,6.798886233,-6.993667037,Ag-Zn,30ppm
Zn,35,133.033,81.804,62.652,-9.723,-20.128,0.605,22.36155491,,13.56893227,11.35048787,6.127077173,-3.332968713,-4.306335746,-0.568043577,40.16462094,19.23098133,20.19456682,13.12930391,-6.356373263,7.547980046,-8.66043517,Ag-Zn,35ppm
Zn,40,128.406,74.806,59.28,-14.35,-27.126,-2.767,30.81231353,,12.26370637,9.946438729,5.448975029,-4.638194615,-5.710384885,-1.246145721,37.74612936,20.99252085,18.96334957,16.17127686,-8.774864844,9.309519563,-9.891652421,Ag-Zn,40ppm
